Entry No.	Data source	Lab	Run	Type	Observed ys (m)	duration (hr)	Flume data	width (m)	Lflume (m)	Sediment data	d50 (mm)	sigma_g	Flow data	y (m)	V (m/s)	Vc (m/s) original paper	Vc paper	Pier data	Column dimensions	bcol (m)	Lcol (m)	Pier shape	Kshape,col	Pile cap dimensions	bpc (m)	Lpc (m)	T (m)	f (m)	f2 (m)	h0 (m)	h1 (m)	PC shape	Kshape,pc	Pile group dimensions	bp (m)	m	n	Sn (m)	Sm (m)	Pier shape	Kshape,pg	****
141	Ferraro, Tafarojnoruz, Gaudio Cardoso 2013	Instituto Superior Técnico, Portugal	B9	complex pier	0.05	77	****	0.7	155	****	0.83	1.48	****	0.1	0.271	0.296	Beheshti&Ataie 2148	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.001	0.0505	0.0495	-0.051	-0.05	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
142	Ferraro, Tafarojnoruz, Gaudio Cardoso 2013	Instituto Superior Técnico, Portugal	B10	complex pier	0.089	173	****	0.7	156	****	0.83	1.48	****	0.1	0.271	0.296	Beheshti&Ataie 2149	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.001	0.0505	0.0495	0.035	0.036	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
143	Ferraro, Tafarojnoruz, Gaudio Cardoso 2013	Instituto Superior Técnico, Portugal	B11	complex pier	0.035	173	****	0.7	157	****	0.83	1.48	****	0.1	0.271	0.296	Beheshti&Ataie 2150	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.001	0.0505	0.0495	-0.027	-0.026	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
144	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 1-1	complex pier	0.33	24	****	1.52	158	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2151	****	****	0.16	0.16	Square Nose	1.1	****	0.2	0.2	0.03	0.02	0.02	-0.33	-0.3	Square Nose	1.1	****	0.06	2	2	0.12	0.12	Group of Cylinders	1	****
145	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 1-2	complex pier	0.271	24	****	1.52	159	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2152	****	****	0.16	0.16	Square Nose	1.1	****	0.2	0.2	0.03	0.02	0.02	-0.086	-0.056	Square Nose	1.1	****	0.06	2	2	0.12	0.12	Group of Cylinders	1	****
146	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 1-3	complex pier	0.24	24	****	1.52	160	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2153	****	****	0.16	0.16	Square Nose	1.1	****	0.2	0.2	0.03	0.02	0.02	-0.051	-0.021	Square Nose	1.1	****	0.06	2	2	0.12	0.12	Group of Cylinders	1	****
147	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 1-4	complex pier	0.234	24	****	1.52	161	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2154	****	****	0.16	0.16	Square Nose	1.1	****	0.2	0.2	0.03	0.02	0.02	-0.03	0	Square Nose	1.1	****	0.06	2	2	0.12	0.12	Group of Cylinders	1	****
148	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 1-5	complex pier	0.218	24	****	1.52	162	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2155	****	****	0.16	0.16	Square Nose	1.1	****	0.2	0.2	0.03	0.02	0.02	-0.01	0.02	Square Nose	1.1	****	0.06	2	2	0.12	0.12	Group of Cylinders	1	****
149	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 1-6	complex pier	0.182	24	****	1.52	163	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2156	****	****	0.16	0.16	Square Nose	1.1	****	0.2	0.2	0.03	0.02	0.02	0.054	0.084	Square Nose	1.1	****	0.06	2	2	0.12	0.12	Group of Cylinders	1	****
150	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 2-7	complex pier	0.235	24	****	1.52	164	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2157	****	****	0.11	0.26	Square Nose	1.1	****	0.15	0.3	0.03	0.02	0.02	-0.26	-0.23	Square Nose	1.1	****	0.042	4	2	0.084	0.084	Group of Cylinders	1	****
151	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 2-8	complex pier	0.205	24	****	1.52	165	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2158	****	****	0.11	0.26	Square Nose	1.1	****	0.15	0.3	0.03	0.02	0.02	-0.12	-0.09	Square Nose	1.1	****	0.042	4	2	0.084	0.084	Group of Cylinders	1	****
152	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 2-9	complex pier	0.214	24	****	1.52	166	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2159	****	****	0.11	0.26	Square Nose	1.1	****	0.15	0.3	0.03	0.02	0.02	-0.074	-0.044	Square Nose	1.1	****	0.042	4	2	0.084	0.084	Group of Cylinders	1	****
153	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 2-10	complex pier	0.194	24	****	1.52	167	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2160	****	****	0.11	0.26	Square Nose	1.1	****	0.15	0.3	0.03	0.02	0.02	-0.038	-0.008	Square Nose	1.1	****	0.042	4	2	0.084	0.084	Group of Cylinders	1	****
154	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 2-11	complex pier	0.14	24	****	1.52	168	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2161	****	****	0.11	0.26	Square Nose	1.1	****	0.15	0.3	0.03	0.02	0.02	0.072	0.102	Square Nose	1.1	****	0.042	4	2	0.084	0.084	Group of Cylinders	1	****
155	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 2-12	complex pier	0.136	24	****	1.52	169	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2162	****	****	0.11	0.26	Square Nose	1.1	****	0.15	0.3	0.03	0.02	0.02	0.131	0.161	Square Nose	1.1	****	0.042	4	2	0.084	0.084	Group of Cylinders	1	****
156	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-13	complex pier	0.14	24	****	1.52	170	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2163	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	-0.281	-0.17	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
157	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-14	complex pier	0.138	24	****	1.52	171	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2164	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	-0.251	-0.14	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
158	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-15	complex pier	0.1	24	****	1.52	172	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2165	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	-0.211	-0.1	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
159	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-16	complex pier	0.074	24	****	1.52	173	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2166	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	-0.177	-0.066	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
160	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-17	complex pier	0.048	24	****	1.52	174	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2167	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	-0.155	-0.044	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
161	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-18	complex pier	0.041	24	****	1.52	175	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2168	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	-0.121	-0.01	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
162	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-19	complex pier	0.1	24	****	1.52	176	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2169	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	-0.078	0.033	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
163	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-20	complex pier	0.137	24	****	1.52	177	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2170	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	-0.029	0.082	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
164	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-21	complex pier	0.176	24	****	1.52	178	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2171	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	-0.001	0.11	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
165	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-22	complex pier	0.17	24	****	1.52	179	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2172	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	0.052	0.163	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
166	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-23	complex pier	0.14	24	****	1.52	180	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2173	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	0.079	0.19	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
167	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 3-24	complex pier	0.125	24	****	1.52	181	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2174	****	****	0.067	0.067	Cylindrical	1	****	0.177	0.255	0.111	0.094	0.055	0.118	0.229	Square Nose	1.1	****	0.022	3	3	0.057	0.067	Square Nose	1.1	****
168	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-25	complex pier	0.065	24	****	1.52	182	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2175	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	-0.165	-0.13	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
169	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-26	complex pier	0.065	24	****	1.52	183	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2176	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	-0.135	-0.1	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
170	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-27	complex pier	0.066	24	****	1.52	184	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2177	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	-0.105	-0.07	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
171	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-28	complex pier	0.066	24	****	1.52	185	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2178	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	-0.089	-0.054	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
172	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-29	complex pier	0.055	24	****	1.52	186	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2179	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	-0.058	-0.023	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
173	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-30	complex pier	0.066	24	****	1.52	187	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2180	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	-0.049	-0.014	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
174	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-31	complex pier	0.078	24	****	1.52	188	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2181	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	-0.025	0.01	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
175	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-32	complex pier	0.055	24	****	1.52	189	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2182	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	0.015	0.05	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
176	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-33	complex pier	0.061	24	****	1.52	190	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2183	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	0.035	0.07	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
177	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-34	complex pier	0.066	24	****	1.52	191	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2184	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	0.065	0.1	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
178	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-35	complex pier	0.055	24	****	1.52	192	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2185	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	0.115	0.15	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
179	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 4-36	complex pier	0.052	24	****	1.52	193	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2186	****	****	0.03	0.07	Square Nose	1.1	****	0.077	0.123	0.035	0.026	0.0235	0.135	0.17	Square Nose	1.1	****	0.006	5	2	0.061	0.023	Group of Cylinders	1	****
180	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-37	complex pier	0.13	24	****	1.52	194	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2187	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.234	-0.16	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
181	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-38	complex pier	0.13	24	****	1.52	195	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2188	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.204	-0.13	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
182	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-39	complex pier	0.11	24	****	1.52	196	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2189	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.154	-0.08	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
183	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-40	complex pier	0.102	24	****	1.52	197	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2190	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.124	-0.05	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
184	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-41	complex pier	0.078	24	****	1.52	198	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2191	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.094	-0.02	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
185	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-42	complex pier	0.081	24	****	1.52	199	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2192	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.072	0.002	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
186	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-43	complex pier	0.1	24	****	1.52	200	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2193	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.059	0.015	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
187	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-44	complex pier	0.124	24	****	1.52	201	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2194	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.038	0.036	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
188	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-45	complex pier	0.113	24	****	1.52	202	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2195	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.007	0.067	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
189	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-46	complex pier	0.136	24	****	1.52	203	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2196	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	-0.019	0.055	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
190	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-47	complex pier	0.134	24	****	1.52	204	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2197	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	0.054	0.128	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
191	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-48	complex pier	0.137	24	****	1.52	205	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2198	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	0.078	0.152	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
192	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-49	complex pier	0.116	24	****	1.52	206	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2199	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	0.11	0.184	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
193	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-50	complex pier	0.11	24	****	1.52	207	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2200	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	0.126	0.2	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
194	Amini, Melville, Ali 2014	Hydraulic Laboratory of the National Hydraulic Research Institute of Malaysia (NAHRIM)	Model 5-51	complex pier	0.11	24	****	1.52	208	****	0.8	1.34	****	0.24	0.36	0.38	Beheshti&Ataie 2201	****	****	0.06	0.077	Square Nose	1.1	****	0.123	0.296	0.074	0.11	0.0315	0.14	0.214	Square Nose	1.1	****	0.031	4	2	0.077	0.077	Group of Cylinders	1	****
195	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1A	complex pier	0.123	310	****	1	209	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2202	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	0.22	0.34	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
196	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1B	complex pier	0.144	406	****	1	210	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2203	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	0.14	0.26	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
197	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1C	complex pier	0.156	413	****	1	211	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2204	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	0.11	0.23	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
198	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1D	complex pier	0.168	428	****	1	212	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2205	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	0.08	0.2	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
199	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1E	complex pier	0.193	453	****	1	213	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2206	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	0.013	0.133	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
200	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1F	complex pier	0.199	552	****	1	214	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2207	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	-0.053	0.067	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
201	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1H	complex pier	0.218	597	****	1	215	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2208	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	-0.11	0.01	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
202	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1I	complex pier	0.223	526	****	1	216	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2209	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	-0.12	0	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
203	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1K	complex pier	0.228	1126	****	1	217	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2210	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	-0.22	-0.1	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
204	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M1L	complex pier	0.24	648	****	1	218	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2211	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.12	0.015	0.015	-0.42	-0.3	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
